date,cash,market_value,equity
2020-01-02,1000000.0,0.0,1000000.0
2020-01-03,1000000.0,0.0,1000000.0
2020-01-06,1000000.0,0.0,1000000.0
2020-01-07,1000000.0,0.0,1000000.0
2020-01-08,1000000.0,0.0,1000000.0
2020-01-09,1000000.0,0.0,1000000.0
2020-01-10,1000000.0,0.0,1000000.0
2020-01-13,1000000.0,0.0,1000000.0
2020-01-14,1000000.0,0.0,1000000.0
2020-01-15,1000000.0,0.0,1000000.0
2020-01-16,1000000.0,0.0,1000000.0
2020-01-17,1000000.0,0.0,1000000.0
2020-01-20,1000000.0,0.0,1000000.0
2020-01-30,1000000.0,0.0,1000000.0
2020-01-31,1000000.0,0.0,1000000.0
2020-02-03,1000000.0,0.0,1000000.0
2020-02-04,1000000.0,0.0,1000000.0
2020-02-05,1000000.0,0.0,1000000.0
2020-02-06,1000000.0,0.0,1000000.0
2020-02-07,1000000.0,0.0,1000000.0
2020-02-10,1000000.0,0.0,1000000.0
2020-02-11,1000000.0,0.0,1000000.0
2020-02-12,1000000.0,0.0,1000000.0
2020-02-13,1000000.0,0.0,1000000.0
2020-02-14,1000000.0,0.0,1000000.0
2020-02-17,1000000.0,0.0,1000000.0
2020-02-18,1000000.0,0.0,1000000.0
2020-02-19,1000000.0,0.0,1000000.0
2020-02-20,1000000.0,0.0,1000000.0
2020-02-21,1000000.0,0.0,1000000.0
2020-02-24,1000000.0,0.0,1000000.0
2020-02-25,1000000.0,0.0,1000000.0
2020-02-26,1000000.0,0.0,1000000.0
2020-02-27,1000000.0,0.0,1000000.0
2020-03-02,1000000.0,0.0,1000000.0
2020-03-03,1000000.0,0.0,1000000.0
2020-03-04,1000000.0,0.0,1000000.0
2020-03-05,1000000.0,0.0,1000000.0
2020-03-06,1000000.0,0.0,1000000.0
2020-03-09,1000000.0,0.0,1000000.0
2020-03-10,1000000.0,0.0,1000000.0
2020-03-11,1000000.0,0.0,1000000.0
2020-03-12,1000000.0,0.0,1000000.0
2020-03-13,1000000.0,0.0,1000000.0
2020-03-16,1000000.0,0.0,1000000.0
2020-03-17,1000000.0,0.0,1000000.0
2020-03-18,1000000.0,0.0,1000000.0
2020-03-19,1000000.0,0.0,1000000.0
2020-03-20,1000000.0,0.0,1000000.0
2020-03-23,1000000.0,0.0,1000000.0
2020-03-24,1000000.0,0.0,1000000.0
2020-03-25,1000000.0,0.0,1000000.0
2020-03-26,1000000.0,0.0,1000000.0
2020-03-27,1000000.0,0.0,1000000.0
2020-03-30,1000000.0,0.0,1000000.0
2020-03-31,1000000.0,0.0,1000000.0
2020-04-01,1000000.0,0.0,1000000.0
2020-04-06,1000000.0,0.0,1000000.0
2020-04-07,1000000.0,0.0,1000000.0
2020-04-08,1000000.0,0.0,1000000.0
2020-04-09,1000000.0,0.0,1000000.0
2020-04-10,1000000.0,0.0,1000000.0
2020-04-13,1000000.0,0.0,1000000.0
2020-04-14,1000000.0,0.0,1000000.0
2020-04-15,1000000.0,0.0,1000000.0
2020-04-16,1000000.0,0.0,1000000.0
2020-04-17,1000000.0,0.0,1000000.0
2020-04-20,1000000.0,0.0,1000000.0
2020-04-21,1000000.0,0.0,1000000.0
2020-04-22,1000000.0,0.0,1000000.0
2020-04-23,1000000.0,0.0,1000000.0
2020-04-24,1000000.0,0.0,1000000.0
2020-04-27,1000000.0,0.0,1000000.0
2020-04-28,1000000.0,0.0,1000000.0
2020-04-29,1000000.0,0.0,1000000.0
2020-04-30,1000000.0,0.0,1000000.0
2020-05-04,1000000.0,0.0,1000000.0
2020-05-05,1000000.0,0.0,1000000.0
2020-05-06,1000000.0,0.0,1000000.0
2020-05-07,1000000.0,0.0,1000000.0
2020-05-08,1000000.0,0.0,1000000.0
2020-05-11,800001.6862340542,199514.204744339,999515.8909783931
2020-05-12,800001.6862340542,196458.18791770935,996459.8741517635
2020-05-13,800001.6862340542,197331.35813713074,997333.0443711849
2020-05-14,800001.6862340542,193402.1710910797,993403.8573251339
2020-05-15,800001.6862340542,192092.43549728394,992094.1217313381
2020-05-18,601064.0207814166,389710.5627307892,990774.5835122057
2020-05-19,601064.0207814166,386253.1681995392,987317.1889809557
2020-05-20,601064.0207814166,385634.92157936096,986698.9423607775
2020-05-21,601064.0207814166,397135.2364654541,998199.2572468707
2020-05-22,601064.0207814166,391494.96310043335,992558.9838818499
2020-05-25,601064.0207814166,390548.5541496277,991612.5749310442
2020-05-26,601064.0207814166,387636.1066761017,988700.1274575182
2020-05-27,601064.0207814166,381740.8935985565,982804.9143799731
2020-05-28,601064.0207814166,381486.0255832672,982550.0463646838
2020-05-29,601064.0207814166,385125.08162498474,986189.1024064013
2020-06-01,403793.87438923103,577831.8217449188,981625.6961341498
2020-06-02,205764.15534495877,779999.4905662537,985763.6459112124
2020-06-03,205764.15534495877,789805.5578861237,995569.7132310824
2020-06-04,205764.15534495877,788718.8094234467,994482.9647684054
2020-06-05,205764.15534495877,796240.8826656342,1002005.0380105929
2020-06-08,205764.15534495877,798979.0158348083,1004743.1711797671
2020-06-09,205764.15534495877,805941.4104118347,1011705.5657567935
2020-06-10,205764.15534495877,822147.0436439514,1027911.1989889102
2020-06-11,205764.15534495877,811222.927728653,1016987.0830736117
2020-06-12,205764.15534495877,817385.1032009125,1023149.2585458712
2020-06-15,205764.15534495877,807067.2675151825,1012831.4228601413
2020-06-16,133.67385741116595,1028622.6240634918,1028756.297920903
2020-06-17,133.67385741116595,1031954.1687793732,1032087.8426367843
2020-06-18,133.67385741116595,1051125.0537071228,1051258.727564534
2020-06-19,133.67385741116595,1029738.6530590057,1029872.3269164169
2020-06-22,133.67385741116595,1038444.0980186462,1038577.7718760574
2020-06-23,133.67385741116595,1028134.1064853668,1028267.780342778
2020-06-24,177135.54278408375,868712.0787067413,1045847.6214908251
2020-06-29,177135.54278408375,849374.7345981598,1026510.2773822435
2020-06-30,177135.54278408375,845641.2507266998,1022776.7935107836
2020-07-01,177135.54278408375,869660.1785526276,1046795.7213367113
2020-07-02,177135.54278408375,873212.8266735077,1050348.3694575913
2020-07-03,177135.54278408375,877975.8881969452,1055111.4309810288
2020-07-06,177135.54278408375,908006.4651432037,1085142.0079272874
2020-07-07,177135.54278408375,894623.7773933411,1071759.3201774247
2020-07-08,177135.54278408375,905069.6379680634,1082205.180752147
2020-07-09,177135.54278408375,913220.8967342377,1090356.4395183213
2020-07-10,177135.54278408375,888147.8530826569,1065283.3958667405
2020-07-13,177135.54278408375,882399.539937973,1059535.0827220567
2020-07-14,351126.9195341641,689491.2697124481,1040618.1892466121
2020-07-15,351126.9195341641,677867.9219875336,1028994.8415216976
2020-07-16,351126.9195341641,682322.2886810303,1033449.2082151943
2020-07-17,351126.9195341641,675330.7405834198,1026457.6601175838
2020-07-20,351126.9195341641,674156.2364292145,1025283.1559633785
2020-07-21,351126.9195341641,697617.0933055878,1048744.0128397518
2020-07-22,351126.9195341641,690700.7098140717,1041827.6293482357
2020-07-23,351126.9195341641,709865.848449707,1060992.767983871
2020-07-24,351126.9195341641,685274.2811279297,1036401.2006620937
2020-07-27,533011.5293373247,514898.16846847534,1047909.6978058
2020-07-28,533011.5293373247,497950.55697250366,1030962.0863098283
2020-07-29,533011.5293373247,520584.8974761963,1053596.426813521
2020-07-30,533011.5293373247,513045.31228637695,1046056.8416237016
2020-07-31,533011.5293373247,521672.2583732605,1054683.7877105852
2020-08-03,325072.3383245347,712659.5079841614,1037731.8463086961
2020-08-04,325072.3383245347,720178.2009429932,1045250.5392675279
2020-08-05,325072.3383245347,738582.7556915283,1063655.094016063
2020-08-06,325072.3383245347,754705.586013794,1079777.9243383287
2020-08-07,325072.3383245347,757039.6219291687,1082111.9602537034
2020-08-10,325072.3383245347,735651.2490119934,1060723.587336528
2020-08-11,325072.3383245347,727281.2320861816,1052353.5704107163
2020-08-12,325072.3383245347,705315.3366661072,1030387.6749906419
2020-08-13,325072.3383245347,725065.9039878845,1050138.2423124192
2020-08-14,325072.3383245347,737460.9714355469,1062533.3097600816
2020-08-17,325072.3383245347,732521.230091095,1057593.5684156297
2020-08-18,117047.8383148133,918655.9897193909,1035703.8280342042
2020-08-19,73.24760891887126,1038464.6647987366,1038537.9124076555
2020-08-20,73.24760891887126,1005320.0839653015,1005393.3315742204
2020-08-21,73.24760891887126,1026044.3222503662,1026117.5698592851
2020-08-24,73.24760891887126,1044349.1724624634,1044422.4200713823
2020-08-25,73.24760891887126,1043137.134677887,1043210.3822868059
2020-08-26,73.24760891887126,1056602.4561767578,1056675.7037856767
2020-08-27,73.24760891887126,1044686.5810852051,1044759.828694124
2020-08-28,73.24760891887126,1045834.4964599609,1045907.7440688799
2020-08-31,73.24760891887126,1041241.2944908142,1041314.5420997331
2020-09-01,73.24760891887126,1028346.6431999207,1028419.8908088396
2020-09-02,73.24760891887126,1042692.8297843933,1042766.0773933122
2020-09-03,73.24760891887126,1051150.745979309,1051223.993588228
2020-09-04,73.24760891887126,1017234.473701477,1017307.721310396
2020-09-07,73.24760891887126,973124.4664535522,973197.7140624712
2020-09-08,73.24760891887126,998792.5267448425,998865.7743537615
2020-09-09,73.24760891887126,989803.2797851562,989876.5273940752
2020-09-10,73.24760891887126,989440.8892288208,989514.1368377397
2020-09-11,73.24760891887126,992486.4834861755,992559.7310950945
2020-09-14,73.24760891887126,996496.5689544678,996569.8165633867
2020-09-15,73.24760891887126,1006026.6876792908,1006099.9352882097
2020-09-16,73.24760891887126,1024399.8713378906,1024473.1189468096
2020-09-17,73.24760891887126,1017543.4810943604,1017616.7287032793
2020-09-18,73.24760891887126,1004739.0640182495,1004812.3116271684
2020-09-21,73.24760891887126,992776.3205947876,992849.5682037065
2020-09-22,4.118688880174886,985952.2839431763,985956.4026320565
2020-09-23,4.118688880174886,988226.3988685608,988230.517557441
2020-09-24,4.118688880174886,945532.4241638184,945536.5428526986
2020-09-25,4.118688880174886,938517.2038574219,938521.3225463021
2020-09-28,4.118688880174886,960640.4709510803,960644.5896399606
2020-09-29,4.118688880174886,949796.0247001648,949800.143389045
2020-09-30,4.118688880174886,964453.0125160217,964457.131204902
2020-10-05,4.118688880174886,976845.5458831787,976849.664572059
2020-10-06,4.118688880174886,984065.083770752,984069.2024596322
2020-10-07,4.118688880174886,990758.9358291626,990763.0545180428
2020-10-08,4.118688880174886,1004215.0561561584,1004219.1748450387
2020-10-12,4.118688880174886,998451.1141777039,998455.2328665841
2020-10-13,4.118688880174886,1008287.1137199402,1008291.2324088204
2020-10-14,4.118688880174886,998510.5037498474,998514.6224387276
2020-10-15,4.118688880174886,998149.9395866394,998154.0582755196
2020-10-16,4.118688880174886,990676.4691162109,990680.5878050912
2020-10-19,4.118688880174886,1005458.0200881958,1005462.138777076
2020-10-20,4.118688880174886,1038935.3944091797,1038939.5130980599
2020-10-21,4.118688880174886,1035995.4355583191,1035999.5542471993
2020-10-22,4.118688880174886,1024515.7108345032,1024519.8295233834
2020-10-23,4.118688880174886,1022345.2329444885,1022349.3516333688
2020-10-26,4.118688880174886,1019717.8612632751,1019721.9799521554
2020-10-27,4.118688880174886,1016207.269405365,1016211.3880942452
2020-10-28,4.118688880174886,1008041.6236877441,1008045.7423766244
2020-10-29,200795.7189087944,800067.6535644531,1000863.3724732476
2020-10-30,455765.0650483513,525171.0178375244,980936.0828858757
2020-11-02,257926.70179931956,726795.2890777588,984721.9908770784
2020-11-03,257926.70179931956,745354.8582458496,1003281.5600451692
2020-11-04,257926.70179931956,758263.7728118896,1016190.4746112092
2020-11-05,257926.70179931956,759463.6719207764,1017390.373720096
2020-11-06,257926.70179931956,754516.1054840088,1012442.8072833284
2020-11-09,257926.70179931956,769890.066116333,1027816.7679156526
2020-11-10,257926.70179931956,732804.7416534424,990731.443452762
2020-11-11,232657.95956017822,732421.4988250732,965079.4583852515
2020-11-12,232657.95956017822,734531.0350036621,967188.9945638403
2020-11-13,232657.95956017822,741970.5396270752,974628.4991872534
2020-11-16,232657.95956017822,746205.6283721924,978863.5879323706
2020-11-17,232657.95956017822,752888.1781158447,985546.137676023
2020-11-18,232657.95956017822,760863.0426025391,993521.0021627173
2020-11-19,232657.95956017822,749493.2255401611,982151.1851003394
2020-11-20,232657.95956017822,746574.3941040039,979232.3536641821
2020-11-23,232657.95956017822,755115.813659668,987773.7732198462
2020-11-24,232657.95956017822,748845.1666107178,981503.126170896
2020-11-25,232657.95956017822,747167.4227142334,979825.3822744116
2020-11-26,232657.95956017822,753114.8722686768,985772.831828855
2020-11-27,232657.95956017822,753096.3938903809,985754.3534505591
2020-11-30,232657.95956017822,747915.4615631104,980573.4211232886
2020-12-01,232657.95956017822,749273.4332122803,981931.3927724585
2020-12-02,232657.95956017822,748054.0501556396,980712.0097158179
2020-12-03,232657.95956017822,744336.8243865967,976994.7839467749
2020-12-04,232657.95956017822,746853.8410644531,979511.8006246313
2020-12-07,232657.95956017822,741124.240447998,973782.2000081763
2020-12-08,400509.20939390967,574135.8929443359,974645.1023382456
2020-12-09,400509.20939390967,569150.0525665283,969659.261960438
2020-12-10,400509.20939390967,557538.9228515625,958048.1322454722
2020-12-11,400509.20939390967,556722.8359222412,957232.0453161509
2020-12-14,400509.20939390967,553377.8423309326,953887.0517248423
2020-12-15,400509.20939390967,545908.2726745605,946417.4820684702
2020-12-16,209323.05880123927,747592.1388702393,956915.1976714785
2020-12-17,209323.05880123927,746758.7418365479,956081.8006377871
2020-12-18,209323.05880123927,745390.0363769531,954713.0951781924
2020-12-21,209323.05880123927,746349.072052002,955672.1308532412
2020-12-22,496484.7878732144,438556.52325439453,935041.3111276089
2020-12-23,496484.7878732144,438244.8525695801,934729.6404427944
2020-12-24,496484.7878732144,438430.3723754883,934915.1602487026
2020-12-25,496484.7878732144,438304.31648254395,934789.1043557583
2020-12-28,496484.7878732144,441228.44842529297,937713.2362985073
2020-12-29,496484.7878732144,440605.0958404541,937089.8837136684
2020-12-30,496484.7878732144,444331.0337219238,940815.8215951382
2020-12-31,496484.7878732144,446817.43341064453,943302.2212838589
2021-01-04,496484.7878732144,452294.33908081055,948779.1269540249
2021-01-05,496484.7878732144,454654.6213989258,951139.4092721401
2021-01-06,496484.7878732144,459070.50370788574,955555.2915811001
2021-01-07,496484.7878732144,465468.37229919434,961953.1601724087
2021-01-08,496484.7878732144,472304.02894592285,968788.8168191372
2021-01-11,496484.7878732144,475539.8091430664,972024.5970162807
2021-01-12,496484.7878732144,478397.39936828613,974882.1872415005
2021-01-13,496484.7878732144,485982.4030151367,982467.1908883511
2021-01-14,496484.7878732144,478894.56202697754,975379.3499001919
2021-01-15,496484.7878732144,480253.1230316162,976737.9109048306
2021-01-18,496484.7878732144,485730.2689361572,982215.0568093716
2021-01-19,496484.7878732144,496922.2265625,993407.0144357143
2021-01-20,496484.7878732144,502504.1226654053,998988.9105386196
2021-01-21,496484.7878732144,514186.31607055664,1010671.103943771
2021-01-22,496484.7878732144,501628.59114074707,998113.3790139614
2021-01-25,496484.7878732144,495230.75619506836,991715.5440682827
2021-01-26,496484.7878732144,486027.7618560791,982512.5497292934
2021-01-27,496484.7878732144,485344.8168640137,981829.604737228
2021-01-28,303094.77204264945,665240.2019805908,968334.9740232403
2021-01-29,303094.77204264945,660322.0305175781,963416.8025602276
2021-02-01,303094.77204264945,680492.3979949951,983587.1700376446
2021-02-02,303094.77204264945,698924.1026000977,1002018.8746427471
2021-02-03,303094.77204264945,698132.6745758057,1001227.4466184551
2021-02-04,303094.77204264945,696463.7144165039,999558.4864591534
2021-02-05,303094.77204264945,701863.741607666,1004958.5136503155
2021-02-17,303094.77204264945,720930.5954589844,1024025.3675016338
2021-02-18,303094.77204264945,726152.8149719238,1029247.5870145733
2021-02-19,303094.77204264945,711034.6279907227,1014129.4000333721
2021-02-22,303094.77204264945,705622.2847595215,1008717.0568021709
2021-02-23,468895.4406693368,533804.9805908203,1002700.4212601571
2021-02-24,468895.4406693368,534575.6836853027,1003471.1243546396
2021-02-25,468895.4406693368,542353.4859924316,1011248.9266617685
2021-02-26,468895.4406693368,528867.7316894531,997763.17235879
2021-03-02,468895.4406693368,528489.4747009277,997384.9153702646
2021-03-03,468895.4406693368,551472.8458557129,1020368.2865250497
2021-03-04,468895.4406693368,545081.9376525879,1013977.3783219247
2021-03-05,468895.4406693368,541030.1514587402,1009925.592128077
2021-03-08,468895.4406693368,536733.3589782715,1005628.7996476083
2021-03-09,468895.4406693368,539604.9592895508,1008500.3999588876
2021-03-10,468895.4406693368,544651.3391418457,1013546.7798111825
2021-03-11,468895.4406693368,561527.2402038574,1030422.6808731942
2021-03-12,468895.4406693368,562766.8955383301,1031662.3362076669
2021-03-15,468895.4406693368,573742.1020202637,1042637.5426896005
2021-03-16,44958.379069211456,1014950.3643188477,1059908.743388059
2021-03-17,44958.379069211456,1015507.5007896423,1060465.8798588538
2021-03-18,44958.379069211456,1002229.8850402832,1047188.2641094946
2021-03-19,44958.379069211456,993388.2980003357,1038346.6770695471
2021-03-22,44958.379069211456,1010455.1824836731,1055413.5615528845
2021-03-23,44958.379069211456,1022698.3275604248,1067656.7066296362
2021-03-24,44958.379069211456,1014779.0784378052,1059737.4575070166
2021-03-25,44958.379069211456,1019700.5843963623,1064658.9634655737
2021-03-26,5.782008548085287,1101813.6082992554,1101819.3903078034
2021-03-29,5.782008548085287,1115389.4650039673,1115395.2470125153
2021-03-30,5.782008548085287,1123128.371810913,1123134.1538194611
2021-03-31,5.782008548085287,1139963.7042388916,1139969.4862474396
2021-04-01,5.782008548085287,1151900.7742919922,1151906.5563005402
2021-04-07,5.782008548085287,1227008.730064392,1227014.5120729401
2021-04-08,5.782008548085287,1287453.5381698608,1287459.3201784089
2021-04-09,5.782008548085287,1346525.4955291748,1346531.2775377228
2021-04-12,5.782008548085287,1370917.2968673706,1370923.0788759186
2021-04-13,5.782008548085287,1319312.3912658691,1319318.1732744172
2021-04-14,5.782008548085287,1274723.7776412964,1274729.5596498444
2021-04-15,5.782008548085287,1305823.8086395264,1305829.5906480744
2021-04-16,5.782008548085287,1311985.3527755737,1311991.1347841218
2021-04-19,5.782008548085287,1308024.4793319702,1308030.2613405182
2021-04-20,5.782008548085287,1299368.4453430176,1299374.2273515656
2021-04-21,5.782008548085287,1321811.5710144043,1321817.3530229523
2021-04-22,5.782008548085287,1279911.2368011475,1279917.0188096955
2021-04-23,5.782008548085287,1309477.171951294,1309482.953959842
2021-04-26,5.782008548085287,1343384.190437317,1343389.972445865
2021-04-27,5.782008548085287,1325387.1265945435,1325392.9086030915
2021-04-28,5.782008548085287,1294459.9362564087,1294465.7182649567
2021-04-29,5.782008548085287,1303768.826965332,1303774.60897388
2021-05-03,5.782008548085287,1280610.859703064,1280616.641711612
2021-05-04,5.782008548085287,1285597.3281555176,1285603.1101640656
2021-05-05,5.782008548085287,1248834.8971862793,1248840.6791948273
2021-05-06,5.782008548085287,1240896.2025146484,1240901.9845231965
2021-05-07,5.782008548085287,1285578.2519226074,1285584.0339311555
2021-05-10,5.782008548085287,1264496.3834228516,1264502.1654313996
2021-05-11,5.782008548085287,1243446.269569397,1243452.051577945
2021-05-12,309680.78921361896,904639.8580932617,1214320.6473068807
2021-05-13,309680.78921361896,906890.2713623047,1216571.0605759236
2021-05-14,309680.78921361896,865945.2409744263,1175626.0301880452
2021-05-17,309680.78921361896,812570.3065872192,1122251.0958008382
2021-05-18,309680.78921361896,849391.4411315918,1159072.2303452108
2021-05-19,309680.78921361896,886494.4205245972,1196175.2097382161
2021-05-20,309680.78921361896,871583.8391799927,1181264.6283936116
2021-05-21,309680.78921361896,899305.368095398,1208986.157309017
2021-05-24,309680.78921361896,900962.1094436646,1210642.8986572835
2021-05-25,309680.78921361896,906542.4332199097,1216223.2224335286
2021-05-26,309680.78921361896,929668.4053573608,1239349.1945709798
2021-05-27,309680.78921361896,956523.1604614258,1266203.9496750447
2021-05-28,309680.78921361896,955814.7994155884,1265495.5886292073
2021-05-31,309680.78921361896,945635.0439224243,1255315.8331360433
2021-06-01,309680.78921361896,962218.5078582764,1271899.2970718953
2021-06-02,309680.78921361896,956752.9263076782,1266433.7155212972
2021-06-03,309680.78921361896,963405.771736145,1273086.560949764
2021-06-04,309680.78921361896,951605.6297912598,1261286.4190048787
2021-06-07,309680.78921361896,936956.4803848267,1246637.2695984456
2021-06-08,58526.51015204322,1197485.7165527344,1256012.2267047777
2021-06-09,58526.51015204322,1227693.8374786377,1286220.347630681
2021-06-10,58526.51015204322,1225443.3999938965,1283969.9101459398
2021-06-11,58526.51015204322,1225740.4319381714,1284266.9420902147
2021-06-15,58526.51015204322,1249183.3354797363,1307709.8456317796
2021-06-16,58526.51015204322,1207963.901260376,1266490.4114124193
2021-06-17,58526.51015204322,1221810.4170455933,1280336.9271976366
2021-06-18,58526.51015204322,1232938.8847579956,1291465.394910039
2021-06-21,14.479984006618906,1273784.8306427002,1273799.3106267068
2021-06-22,14.479984006618906,1278025.9330291748,1278040.4130131814
2021-06-23,14.479984006618906,1297101.1100769043,1297115.590060911
2021-06-24,14.479984006618906,1340248.3391571045,1340262.819141111
2021-06-25,14.479984006618906,1340772.6652526855,1340787.1452366922
2021-06-28,14.479984006618906,1332981.11063385,1332995.5906178567
2021-06-29,14.479984006618906,1282837.8843536377,1282852.3643376443
2021-06-30,14.479984006618906,1300603.3533248901,1300617.8333088967
2021-07-01,14.479984006618906,1286088.0494918823,1286102.529475889
2021-07-02,14.479984006618906,1288749.4711456299,1288763.9511296365
2021-07-05,14.479984006618906,1315293.7865829468,1315308.2665669534
2021-07-06,14.479984006618906,1317920.082748413,1317934.5627324197
2021-07-07,14.479984006618906,1291744.4717788696,1291758.9517628762
2021-07-08,14.479984006618906,1314918.2510986328,1314932.7310826394
2021-07-09,14.479984006618906,1307380.717765808,1307395.1977498147
2021-07-12,14.479984006618906,1306900.7997512817,1306915.2797352883
2021-07-13,14.479984006618906,1274914.5334243774,1274929.013408384
2021-07-14,14.479984006618906,1284101.3250656128,1284115.8050496194
2021-07-15,14.479984006618906,1302312.220123291,1302326.7001072976
2021-07-16,14.479984006618906,1302771.1207427979,1302785.6007268045
2021-07-19,14.479984006618906,1318384.3988876343,1318398.878871641
2021-07-20,14.479984006618906,1289786.119102478,1289800.5990864846
2021-07-21,14.479984006618906,1296064.6953048706,1296079.1752888772
2021-07-22,14.479984006618906,1317393.7099075317,1317408.1898915383
2021-07-23,14.479984006618906,1328686.4933013916,1328700.9732853982
2021-07-26,14.479984006618906,1367975.6852416992,1367990.1652257058
2021-07-27,14.479984006618906,1379151.4099197388,1379165.8899037454
2021-07-28,14.479984006618906,1326023.738243103,1326038.2182271096
2021-07-29,14.479984006618906,1359576.5945968628,1359591.0745808694
2021-07-30,14.479984006618906,1369972.408996582,1369986.8889805886
2021-08-02,14.479984006618906,1389397.0655593872,1389411.5455433938
2021-08-03,14.479984006618906,1386725.8750991821,1386740.3550831887
2021-08-04,14.479984006618906,1403468.5166244507,1403482.9966084573
2021-08-05,14.479984006618906,1412963.9142532349,1412978.3942372415
2021-08-06,14.479984006618906,1394120.9467086792,1394135.4266926858
2021-08-09,14.479984006618906,1321841.6525497437,1321856.1325337503
2021-08-10,338320.17372993444,974549.8336791992,1312870.0074091337
2021-08-11,338320.17372993444,948977.4321899414,1287297.605919876
2021-08-12,338320.17372993444,961171.708908081,1299491.8826380156
2021-08-13,338320.17372993444,928924.1738891602,1267244.3476190947
2021-08-16,1247321.2461472538,0.0,1247321.2461472538
2021-08-17,1247321.2461472538,0.0,1247321.2461472538
2021-08-18,1247321.2461472538,0.0,1247321.2461472538
2021-08-19,1247321.2461472538,0.0,1247321.2461472538
2021-08-20,1247321.2461472538,0.0,1247321.2461472538
2021-08-23,1247321.2461472538,0.0,1247321.2461472538
2021-08-24,1247321.2461472538,0.0,1247321.2461472538
2021-08-25,1247321.2461472538,0.0,1247321.2461472538
2021-08-26,1247321.2461472538,0.0,1247321.2461472538
2021-08-27,1247321.2461472538,0.0,1247321.2461472538
2021-08-30,1247321.2461472538,0.0,1247321.2461472538
2021-08-31,1247321.2461472538,0.0,1247321.2461472538
2021-09-01,1247321.2461472538,0.0,1247321.2461472538
2021-09-02,1247321.2461472538,0.0,1247321.2461472538
2021-09-03,1247321.2461472538,0.0,1247321.2461472538
2021-09-06,1247321.2461472538,0.0,1247321.2461472538
2021-09-07,1247321.2461472538,0.0,1247321.2461472538
